url,Value,Contact_value,Address_value,Number,Description,Website,email
http://haldwanicity.com/two-vehicle-haldwani.php?cat=Vehicle&subcat=Two%20Wheeler,"Dukhi Cycle Store",NULL,"Kaladhungi Crossing, Bareilly Road",05946-254479,"Atlas, Hero, Hercules Cycles Etc.",NULL,NULL
http://haldwanicity.com/two-vehicle-haldwani.php?cat=Vehicle&subcat=Two%20Wheeler,"Kamal Cycle Store",NULL,"Near Laksmi Cinema, Rampur Road",NULL,"Atlas, Hero, Hercules Cycles Etc.",NULL,NULL
http://haldwanicity.com/two-vehicle-haldwani.php?cat=Vehicle&subcat=Two%20Wheeler,"LML Global Aaditya Automobiles",NULL,"Rampur Road.",05946-234225,"LML Bikes",NULL,NULL
http://haldwanicity.com/two-vehicle-haldwani.php?cat=Vehicle&subcat=Two%20Wheeler,"Nagpal Bajaj",NULL,"Bareilly Road",05946-245135,"Bajaj Bikes & Scooters",NULL,NULL
http://haldwanicity.com/four-vehicle-haldwani.php?cat=Vehicle&subcat=Four%20Wheeler,"Bajrang Motors (Mahindra)",NULL,"Rampur Road.Road,Haldwani; Rampur Road; Kohli Building, Bareilly Road","05946-235899, 9997191411",NULL,NULL,bjm@teammahindramail.com
http://haldwanicity.com/four-vehicle-haldwani.php?cat=Vehicle&subcat=Four%20Wheeler,"Bhargava Motors",NULL,"Bareilly Road.",05946-245340,NULL,NULL,NULL
http://haldwanicity.com/four-vehicle-haldwani.php?cat=Vehicle&subcat=Four%20Wheeler,"Commercial Toyota",NULL,"Bareilly Road",05946-245490,NULL,NULL,NULL
http://haldwanicity.com/four-vehicle-haldwani.php?cat=Vehicle&subcat=Four%20Wheeler,"Eicher Motors Ltd.",NULL,"Bareilly Road",05946-245592,NULL,NULL,NULL
http://haldwanicity.com/four-vehicle-haldwani.php?cat=Vehicle&subcat=Four%20Wheeler,"Kavisha Motors Ltd.",NULL,"Bansi Kunj, Tikonia, Nainital Road",05946-283116,NULL,NULL,NULL
http://haldwanicity.com/four-vehicle-haldwani.php?cat=Vehicle&subcat=Four%20Wheeler,"Mega Motors",NULL,"Adj. PWD Inspection house, Nainital Road","05946-220588 / 227148 / 7149",NULL,NULL,megamotorscvd@yahoo.co.in
http://haldwanicity.com/four-vehicle-haldwani.php?cat=Vehicle&subcat=Four%20Wheeler,"Noble Motors (Chevrolet Spark)",NULL,"Bareilly Road, Moti Nagar Crossing, Haldwani.",9760800094,NULL,NULL,NULL
http://haldwanicity.com/four-vehicle-haldwani.php?cat=Vehicle&subcat=Four%20Wheeler,"PAL Ford",NULL,"Opp. to Transport Nagar,Rampur Road,Haldwani","05946 - 234777",NULL,NULL,atulverma@palford.in
http://haldwanicity.com/four-vehicle-haldwani.php?cat=Vehicle&subcat=Four%20Wheeler,"Sachin Hyundai",NULL,"Rampur Road","05946-221902, 9410171548",NULL,NULL,NULL
http://haldwanicity.com/four-vehicle-haldwani.php?cat=Vehicle&subcat=Four%20Wheeler,"Tata Motors (COMMERCIAL MOTORS)",NULL,"Kohli Building, Bareilly Road",05946-245130,NULL,NULL,NULL
http://haldwanicity.com/marble-haldwani.php?cat=Marbles,"AGARWAL SANITARY STORE (UTTARAKHAND TRADERS)",NULL,"Rampur Road, Near Volkswagon Showroom, Haldwani","05946-222749, 9927652817","leading Supplier of Tiles, Sanitaryware, Bath fittings, wellness & Spa.",NULL,NULL
http://haldwanicity.com/marble-haldwani.php?cat=Marbles,"AGARWAL SANITARY STORE (UTTARAKHAND TRADERS)",NULL,"Rampur Road, Near Volkswagon Showroom, Haldwani","05946-222749, 9927652817","leading Supplier of Tiles, Sanitaryware, Bath fittings, wellness & Spa.",NULL,NULL
http://haldwanicity.com/solar-haldwani.php?cat=Press,"Gangotri Solar Systems Pvt. Ltd.; SOLAR ENERGY SERVICES (NUETCH SOLAR)",NULL,"Near Primary school, bamori malli, laldath road haldwani uttarakhand; Shop No.11, Near Janlax Institute, canal road, Mukhani - Haldwani- Nainital","8859888819, 8859888820, 8859888821; 9719310202, 9759832398","Deals in solar water heater",NULL,NULL
http://haldwanicity.com/solar-haldwani.php?cat=Press,"Gangotri Solar Systems Pvt. Ltd.",NULL,"Near Primary school, bamori malli, laldath road haldwani uttarakhand","8859888819, 8859888820, 8859888821","Deals in solar water heater",NULL,NULL
http://haldwanicity.com/solar-haldwani.php?cat=Press,"SOLAR ENERGY SERVICES (NUETCH SOLAR)",NULL,"Shop No.11, Near Janlax Institute, canal road, Mukhani - Haldwani- Nainital","9719310202, 9759832398",NULL,NULL,NULL
http://haldwanicity.com/modular-haldwani.php?cat=Modular,"Bharat Modular Kitchen Furniture",NULL,"R.K. Tent House Road, Kusumkhera Haldwani","9837759625, 7500253786, 05946-260411","Modular kitchen, kitchen Accessories, Interior Decoration www.bharatmodularkitchen.com",NULL,NULL
http://haldwanicity.com/modular-haldwani.php?cat=Modular,"Classic Modular Kitchen",NULL,"Infront of Bhagwati Complex, Near Royal Petrol Pump, Kaladhungi Road Haldwani, Uttarakhand","9,837,508,666,893,800,000","Modular kitchen, Interior Decoration, Ne ff kitchen Accessories,Caps Chimney, Nasaka Water Purifier. www.classicmodularkitchen.com",NULL,NULL
http://haldwanicity.com/modular-haldwani.php?cat=Modular,"MSK Modular Kitchen",NULL,"Leela Tower Kaladhungi Rd, Kusumkhera, Haldwani, Uttarakhand",05946-284362,"Modular kitchen, kitchen Accessories, Interior Decoration",NULL,NULL
http://haldwanicity.com/modular-haldwani.php?cat=Modular,"Shivam Glass & Plywood",NULL,"Tehri Pulia, Nainital Road, Haldwani (Uttarakhand)","05946-223309, 282120","Plywood,Teak Ply, Imported Veneers, Shuttering Ply, Glass 3mm to 12 mm Thick ,Beveling, Etching, Stained Glass,Fancy Hardware, Modular Kitchen,Chimney, Wooden Flooring, Complete Ceiling Solutions",NULL,NULL
http://haldwanicity.com/malls-haldwani.php?cat=Malls,"V-Mart - Store; Vishal Mega Mart",NULL,"Opp. Mukhani Police Chowki, Kaladhungi Road, Haldwani-263139, Uttarakhand.; Pritam Tower Opposite, Naini Valley School Nainital Road, Nainital District, Haldwani, Uttarakhand","9368165995, 9205065510; +91-9358099553","V-Mart store by offering a vast range of products under one roof. www.vmart.co.in; Deals in Multi product store - apparel, electronics, food items and more. www.megamartstores.com",NULL,NULL
http://haldwanicity.com/malls-haldwani.php?cat=Malls,"V-Mart - Store",NULL,"Opp. Mukhani Police Chowki, Kaladhungi Road, Haldwani-263139, Uttarakhand.","9368165995, 9205065510","V-Mart store by offering a vast range of products under one roof. www.vmart.co.in",NULL,NULL
http://haldwanicity.com/malls-haldwani.php?cat=Malls,"Vishal Mega Mart",NULL,"Pritam Tower Opposite, Naini Valley School Nainital Road, Nainital District, Haldwani, Uttarakhand",-9358099462,"Deals in Multi product store - apparel, electronics, food items and more. www.megamartstores.com",NULL,NULL
http://haldwanicity.com/books-stationary-haldwani.php?cat=Books%20and%20Stationary,"Agarwal Book Depot",NULL,"Sadar Bazar",05946-251474,"All Kind of School and Competition Books",NULL,NULL
http://haldwanicity.com/books-stationary-haldwani.php?cat=Books%20and%20Stationary,"Anurag Stationars",NULL,"Rampur Road",05946-228387,"All Types of School Stationary",NULL,NULL
http://haldwanicity.com/books-stationary-haldwani.php?cat=Books%20and%20Stationary,"Arun Book Agencies",NULL,"M.B Inter College Gate",9897122494,"All Types of School Stationary",NULL,NULL
http://haldwanicity.com/books-stationary-haldwani.php?cat=Books%20and%20Stationary,"Bharat Book Depot",NULL,"Near Degree College, Nainital Road",05946-222420,"All Types of School Books & Stationary",NULL,NULL
http://haldwanicity.com/books-stationary-haldwani.php?cat=Books%20and%20Stationary,"BILLIONAIRE The Gaming Lounge",NULL,"H-4,1st Floor,Durga City Centre, Nainital Road, Haldwani",8755578999,"An Amazing Gaming Lounge with variety of Entertainment for kids & Family.",NULL,NULL
http://haldwanicity.com/books-stationary-haldwani.php?cat=Books%20and%20Stationary,"Competition Book House",NULL,"L-31,Durga City Centre",05946-306206,"All Kind of School and Competition Books",NULL,NULL
http://haldwanicity.com/books-stationary-haldwani.php?cat=Books%20and%20Stationary,"Consul Stationary Agency",NULL,"kaladhungi Crossing, Bareilly Road",05946-254177,"All Type of Stationary",NULL,NULL
http://haldwanicity.com/books-stationary-haldwani.php?cat=Books%20and%20Stationary,"Deep Stationars",NULL,"Bhawani Ganj, Near Laxmi Takies",05946-283100,"Book Seller ,Suppiler & Stationars",NULL,NULL
http://haldwanicity.com/books-stationary-haldwani.php?cat=Books%20and%20Stationary,"New Kumaon Book Depot",NULL,"Chorgalia Road",05946-254146,"All Type of Books Seller",NULL,NULL
http://haldwanicity.com/books-stationary-haldwani.php?cat=Books%20and%20Stationary,"Om Book Depot",NULL,"Rampur Road",9412306912,"All Type of Book Seller",NULL,NULL
http://haldwanicity.com/books-stationary-haldwani.php?page=2&cat=Books%20and%20Stationary&subcat=,"P.K Book Seller",NULL,"Near Degree College ,Nanital Road",05946-224041,"All Type of Book Seller & Stationars",NULL,NULL
http://haldwanicity.com/books-stationary-haldwani.php?page=2&cat=Books%20and%20Stationary&subcat=,"Pooran & Sons",NULL,"Near Kaladhungi Crossing",05946-284845,"All Type of Book Seller & Stationars",NULL,NULL
http://haldwanicity.com/books-stationary-haldwani.php?page=2&cat=Books%20and%20Stationary&subcat=,"Pooranmal & Sons",NULL,"Kanta Complex",05946-252990,"All Type of Book Seller & Stationars",NULL,NULL
http://haldwanicity.com/books-stationary-haldwani.php?page=2&cat=Books%20and%20Stationary&subcat=,"Rangoli Stationary",NULL,"Do Naharia, Bhotia Paraoo",9412984230,"All Type of Book Seller & Stationars",NULL,NULL
http://haldwanicity.com/books-stationary-haldwani.php?page=2&cat=Books%20and%20Stationary&subcat=,"Today Book House",NULL,"Near Nagpal Tower,Bareilly Road",05946-253454,"All Kind of School and Competition Books",NULL,NULL
http://haldwanicity.com/books-stationary-haldwani.php?page=2&cat=Books%20and%20Stationary&subcat=,"Uttarakhand Book Depot",NULL,"Khanchand Market",05946-281901,"All Types of School Books & Stationary",NULL,NULL
http://haldwanicity.com/books-stationary-haldwani.php?page=2&cat=Books%20and%20Stationary&subcat=,"Vardhmann Book Depot",NULL,"Near Almora Urban Bank,Kaladhungi Road.",05946-228147,"Books Seller & Suppiler",NULL,NULL
http://haldwanicity.com/Electronics-haldwani.php?cat=Electronics&subcat=Consumer%20Goods,"DROP CARE ENTERPRISES",NULL,"L-14B, Durga City Centre Nainital Road Haldwani","9997876623, 9410657077, 9997876436","Deals in Domestic,Commercial,Industrial Water Purification applications, i.e. RO systems,Hot & Cold Dispencers. Also repairing,servicing & AMC of branded RO systems. www.haldwanicity.com/Dropcareent.html",NULL,NULL
http://haldwanicity.com/Electronics-haldwani.php?cat=Electronics&subcat=Consumer%20Goods,"General Video Vision",NULL,"Railway Bazar",05946-251135,"Deals in all kinds Electronics Goods",NULL,NULL
http://haldwanicity.com/Electronics-haldwani.php?cat=Electronics&subcat=Consumer%20Goods,"Kumaon Electronics",NULL,"Opp. Bank of Baroda, Nainital Road.",05946-327333,"Deal in all Types of Electronic Goods",NULL,NULL
http://haldwanicity.com/Electronics-haldwani.php?cat=Electronics&subcat=Consumer%20Goods,"Maa Vaishno Electronics",NULL,"Verma Complex, Mukhani.",05946-310828,"Deal in all Types of Electronic Goods",NULL,NULL
http://haldwanicity.com/Electronics-haldwani.php?cat=Electronics&subcat=Consumer%20Goods,"Padmawati Electronics",NULL,"Opp. Taxi Stand Nainital Road",05946-228855,"Deals in all kinds Electronics Goods",NULL,NULL
http://haldwanicity.com/Electronics-haldwani.php?cat=Electronics&subcat=Consumer%20Goods,"Rajlakshmi Electronics",NULL,"Durga City Center, Nainital Road.",05946-228848,"Deal in all Types of Electronic Goods",NULL,NULL
http://haldwanicity.com/Electronics-haldwani.php?cat=Electronics&subcat=Consumer%20Goods,"Sharma Videos",NULL,"Opp. Bank of Baroda, Nainital Road.",05946-223431,NULL,NULL,NULL
http://haldwanicity.com/Electronics-haldwani.php?cat=Electronics&subcat=Consumer%20Goods,"Sony Exclusive",NULL,"Church Compound, Nainital Road.",05946-282634,"Deal in all Types of Electronic Goods",NULL,NULL
http://haldwanicity.com/Electronics-haldwani.php?cat=Electronics&subcat=Consumer%20Goods,"Tip Top Electronics",NULL,"Meera Marg",05946-254063,"Deals in all kinds Electronics Goods",NULL,NULL
http://haldwanicity.com/Electronics-haldwani.php?cat=Electronics&subcat=Consumer%20Goods,"Triputi Sales (GV Parivar)",NULL,"Railway Bazar",05946-250856,"Deals in all kinds Electronics Goods",NULL,NULL
http://haldwanicity.com/mobiles-haldwani.php?cat=Electronics&subcat=Mobile%20Phone,"MANGAL SALES",NULL,"Avas Vikas, Chauraha Haldwani",8899840402,"Sale of Mobile Phones, Sim Cards, Recharge, Accessories",NULL,NULL
http://haldwanicity.com/mobiles-haldwani.php?cat=Electronics&subcat=Mobile%20Phone,"Nokia Priority",NULL,"Near Krishna Shah Nursing Home, Ntl Road",9837623700,NULL,NULL,NULL
http://haldwanicity.com/mobiles-haldwani.php?cat=Electronics&subcat=Mobile%20Phone,"Om Communication",NULL,"Peelee Khoti Kushumkhara",05946-327549,"Sale of Mobile Sets, Sale of Sim Cards",NULL,NULL
http://haldwanicity.com/mobiles-haldwani.php?cat=Electronics&subcat=Mobile%20Phone,"Rudraksh Communication",NULL,"Nainital Road",979217662,"Sale of Mobile Sets, Sale of Sim Cards, Mobile Sets Repair",NULL,NULL
http://haldwanicity.com/mobiles-haldwani.php?cat=Electronics&subcat=Mobile%20Phone,"Sughand Gift & Mobile Shop",NULL,"Laldath Road Near Savitri School Haldwani",9837166636,"Sale of Mobile Sets, Sale of Sim Cards, Mobile Sets Repair",NULL,NULL
http://haldwanicity.com/Computer-haldwani.php?cat=Electronics&subcat=Computer,"G.T.D IT HUB COMPUTERS [secondhand laptop & desktop store (sales,service & repair)]",NULL,"45 punjabi colony satynarayan mandir gali(Behind Gurudwara)kaladhungi road haldwani",9557337777,"Deals in all kinds of secondhand laptops & computers (with 1years warranty) eg Pentium 4,douel core,core 2 doul,core i3,core i5 ,core i7 all types of computer and laptop avilable (new and old both)",NULL,NULL
http://haldwanicity.com/Computer-haldwani.php?cat=Electronics&subcat=Computer,"Kesari Computers",NULL,"Aero Drum Road, Tikonia.",05946-224696.,"Deals in Desktop & Laptops",NULL,NULL
http://haldwanicity.com/Computer-haldwani.php?cat=Electronics&subcat=Computer,"Trouble Shooters.com",NULL,"Near Police Chowki, Mukhani",9719020988,"Deals in Chirag, HP, Dell, Lenovo, SONY, Compaq",NULL,NULL
http://haldwanicity.com/Computer-haldwani.php?cat=Electronics&subcat=Computer,"Zed Security Solution",NULL,"Gaura Complex Kaladhungi Road haldwani uttarakhand","+91-9837474779, +91-9756006777","Electronic Security Systems, System Integrators,CCTV,PAsystem,Spy Gadgets etc. www.zedsecuritysolutions.com",NULL,NULL
http://haldwanicity.com/furniture-haldwani.php?cat=furniture,"Ansari Furniture",NULL,"Tikonia, Haldwani",9412086908,"Deal in Bed Room, Dinning Room furniture etc.",NULL,NULL
http://haldwanicity.com/furniture-haldwani.php?cat=furniture,"Golden Furniture",NULL,"Bareilly Road","05946-246309,9837069639","Deal in Office,School, Home furniture etc. www.goldenfurniture.org",NULL,NULL
http://haldwanicity.com/furniture-haldwani.php?cat=furniture,"Raj Laxmi Furniture",NULL,"Nainital Road",05946-266043,"Deals with all kind of wooden furniture",NULL,NULL
http://haldwanicity.com/furniture-haldwani.php?cat=furniture,"Saket Furniture",NULL,"Nainital Road",05946-224556,"Deals with all type of steel made furniture and wooden furniture",NULL,NULL
http://haldwanicity.com/furniture-haldwani.php?cat=furniture,"Sattar Furniture House",NULL,"Kusumkhera Chauraha,Haldwani (Nainital)",05946-260220,"Deals with all kind of wooden furniture",NULL,NULL
http://haldwanicity.com/furniture-haldwani.php?cat=furniture,"Shiv Nandi Furniture",NULL,"Near Hanuman Mandir,Kamaluwaganja Road, Kusumkhera","94,124,394,519,719,800,000","Deals in Sofa, Double bed, Dining set, Dressing Table.",NULL,NULL
http://haldwanicity.com/furniture-haldwani.php?cat=furniture,"Tripurari Furniture House",NULL,"Near Shiv Parwati Banquet Hall, Talli Bamori Mukhani Haldwani","971,983,937,796,274,000,000,000,000,000","Unique types of wooden furniture for school & offices. Maker of House Window & Modular Kitchen.",NULL,NULL
http://haldwanicity.com/furniture-haldwani.php?cat=furniture,"WALL BIZARRE (Wall Papers, Blinds, Curtains, Awnings & Modular Kitchen etc.",NULL,"Opp. Sankalp Institute, Near Pilikothi Chowk Kaladhungi Road Haldwani","8449857600, 7417505470","Deals in All Types of Furnishing Materials"," www.wallbizarre.in",NULL
http://haldwanicity.com/gift-gallery-haldwani.php?cat=gfs,"Asu Sports",NULL,"Shop No.-1, Durga City Center, Near IDBI Bank Haldwani","05946-282690,7500254307,9319080858,9219407967","Deals in Cosco,Grand Slam,Nivia,Funskool,Sports Items & wears,Exercising equipment,Joggers,Weight lifting,Swimming,Games,Toys,Orthopedic Items.",NULL,NULL
http://haldwanicity.com/gift-gallery-haldwani.php?cat=gfs,"Balbir sports",NULL,"kaladhungi chouraha, nainital road",05946-250008,"All types of sports items & general store",NULL,NULL
http://haldwanicity.com/gift-gallery-haldwani.php?cat=gfs,"DEV BHOOMI SPORTS",NULL,"Durga City Centre Behind IDBI Bank, Lower Ground Floor, Sanwal Chadda Complex, Nainital Road Haldwani",9758333323,"A Multi Branded Sports Goods & Sports Wear Outlet",NULL,NULL
http://haldwanicity.com/gift-gallery-haldwani.php?cat=gfs,"SHIVA SPORTS HOUSE",NULL,"OPP. BAWARCHI RESTAURENT, KALADHUNGI ROAD HALDWANI","9690904564, 9997356496","(Fitness Equipment, Complete Sports Goods, Trophies, Sports Jersies, etc.)",NULL,NULL
http://haldwanicity.com/gift-gallery-haldwani.php?cat=gfs,"Shivam sports & Gift centre",NULL,"sadar bazar",05946-255870,"All sports goods & gifts",NULL,NULL
http://haldwanicity.com/gift-gallery-haldwani.php?cat=gfs,"Sughand Gift Gallery",NULL,"Lal Dath Road, Malli Bamori","98371166636, 9719832343, 9410764777","Gifts & Cards, Mobile Phone Connection & Recharge Coupon",NULL,NULL
http://haldwanicity.com/gift-gallery-haldwani.php?cat=gfs,"Vinika Sports",NULL,"kaladhungi road",05946-280808,"All sports items",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Chandrika Jewellers",NULL,"Patel Chowk",05946-251845,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Darshan Lal & Sons",NULL,"Bartan Bazar",05946-250028,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Deep Jewellers",NULL,"Patel Chowk",05946-250408,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Jai Guru Jewellers",NULL,"Opp. Saras Marketing Centre, Nainital Road",05946-250269,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Jai Sai Jewellers",NULL,"Sahukara Line",05946-255883,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Jain Jewellers",NULL,"Patel Chouk, Haldwani","05946-324574, 255448","Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Jeevan Lal Verma",NULL,"Bartan Bazar",05946-250433,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Krishna Jewellers",NULL,"Opp. Civil Hospital",05946-251100,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Kumaon Abhushan",NULL,"Bartan Bazar",05946-250025,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?cat=Jewellers,"Kumaon Jewellers",NULL,"Near Soban Singh Jeena Hospital",05946-255237,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?page=2&cat=Jewellers&subcat=,"Mahalaxmi Jewellers",NULL,"Patel Chowk",05946-250462,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?page=2&cat=Jewellers&subcat=,"Modern Jewellers",NULL,"Nainital Road",05946-220495,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?page=2&cat=Jewellers&subcat=,"Shree Shyam Jewellers",NULL,"Patel Chowk",05946-250412,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?page=2&cat=Jewellers&subcat=,"Shri Guru Jewellers",NULL,"Jai Guru Plaza",05946-250075,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/jewellers-haldwani.php?page=2&cat=Jewellers&subcat=,"Sona Chandi",NULL,"Sharda Market, Nainital Road",05946-250155,"Deals in all Types of Modern Jewellerys",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Arora Optical Center",NULL,"Nainital Road",9359411843,"All Types of Spectical",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Bhagwati Optical",NULL,"Kaladhungi Chouraha",9412419517,NULL,NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Bharat Optical Center",NULL,"Kaladhungi Road",05946-254818,"All Types of Spectical",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Friends Opticals",NULL,"Near Kapil Complex, Mukhani","94,124,040,419,410,400,000","All kinds of goggles & sight spectacles",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Jaya Optical",NULL,"Durga City Center",05946-280777,"All Types of Spectical",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Mahendra Emporium",NULL,"Kaladhungi Road",05946-250016,"All Types of Spectical",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Maya Optical Center",NULL,"Kaladhungi Road",05946-225428,"All Types of Spectical",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Om Optical",NULL,"Durga City Center",9897912558,NULL,NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Pandey Optical Center",NULL,"Opp. Base Hospital",05946-251357,"All Types of Spectical",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?cat=Optical,"Perfect Vision Optical Center",NULL,Mukhani,05946-222925,"All Types of Spectical",NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?page=2&cat=Optical&subcat=,"S. A. Optical",NULL,"Jama Majjat",9837215019,NULL,NULL,NULL
http://haldwanicity.com/opticals-haldwani.php?page=2&cat=Optical&subcat=,"S. A. Optical",NULL,"Jama Majjat",9837215019,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"Banbulpura Rajkiya Chikitsalay",NULL,"Line No-17. Haldwani.",-9411118609,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"Bhatt Skin allergy & General Hospital",NULL,"Saundarya Beauty Clinic & Medi-spa, Durga Nagar near whitehall school, kaladhungi road Unchapul haldwani","8193869851, 05946-260615",NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"Bombay Hospital & Research Centre",NULL,"Near Sourab Hotel, Nainital Road","05946-284949, 9917466074",NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"Brijlal Hospital",NULL,"Anandi Tower, Teri pulia, nainital road","05946-284816,9927688888",NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"City Hospital",NULL,"Teen Pani Haldwani",05946-327835,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"Krishna Hospital & Research Centre",NULL,"Near Degree College, Subhas Nagar, Tandi Sadak","05946-222426, 282623",NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"Ladies Civil Hospital",NULL,"Kaladhungi Crossing, Bareilly Road",05946-255210,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"MEHROTRA EYE HOSPITAL (Phaco Eye Surgeon,Glaucoma Management, Squint & Ptosis Surgry)",NULL,"Nababi Road Haldwani","05946-221183, 9837236771 (Dr. RN Mehrotra, Dr. Nitin Mehrotra)",NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"MOD Innovative Care (Skin Care & Hair Fixing Centre)",NULL,"1st Floor Guru Teg Bahadur Market Tikonia Haldwani Uttarakhand","9837638547, 05946- 325831",NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?cat=Hospitals,"Naina Eye Hospital",NULL,"Pal Complex, Bareilly Road.",9410171482,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?page=2&cat=Hospitals&subcat=,"Sai Hospital",NULL,"Near Mukhani Chauraha, Kaladhungi Road",05946-263323,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?page=2&cat=Hospitals&subcat=,"Sitapur Eye Hospital",NULL,"Near Bank Of Baroda, Nainital Road",05946-220209,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?page=2&cat=Hospitals&subcat=,"Soban Singh Jeena Base Hospital",NULL,"Near Roadways Bus Stand, Nainital Road",05946-251088,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?page=2&cat=Hospitals&subcat=,"Sri Ram Hospital",NULL,"Tikonia, Nainital Road",05946-282751,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?page=2&cat=Hospitals&subcat=,"Sushila Tewari Forest Hospital & Research Centre",NULL,"Rampur Road",05946-234104,NULL,NULL,NULL
http://haldwanicity.com/hospitals-haldwani.php?page=2&cat=Hospitals&subcat=,"Veterinary Hospital",NULL,"near Union Bank, Kaladhungi Road",05946-221014,NULL,NULL,NULL
http://haldwanicity.com/clinics-haldwani.php?cat=Clinics,"Agarwal""s Dental Care Centre - Multi Speciality Dental Centre",NULL,"5-30, Canal Road, Tikonia, Near Quantum Coaching Institute Haldwani",9759622000,"Dr. Mrs. Sarita Agarwal - Ex. Resid. DeenDayal Upadhyay Hospital - Delhi",NULL,NULL
http://haldwanicity.com/clinics-haldwani.php?cat=Clinics,"Backpain, Neckpain & Paralysis Clinic",NULL,"Sai Hospital Mukhani","9412040900, 05946-260570","Dr. Jayanta Ghoshal",NULL,NULL
http://haldwanicity.com/clinics-haldwani.php?cat=Clinics,"Brite Dental Care (Family Dentistry)",NULL,"Nawabi Road, Haldwani Uttarakhand","95,683,840,019,568,300,000","(Dr. Divya Rawat - Dental Surgeon)",NULL,NULL
http://haldwanicity.com/clinics-haldwani.php?cat=Clinics,"Dr. Danish Khan Wellness Clinics",NULL,"Near Nainital Bank, Pilikoti, Kaladhungi road, Haldwani.Uttarakhand","9917781515, 9997958786","Provides Advance Physiotherapy, Slimming & Beauty Solutions",NULL,NULL
http://haldwanicity.com/clinics-haldwani.php?cat=Clinics,"FUTELA CLINIC",NULL,"Rampur Road Haldwani","9084596225, 9837023952","Bone & Joint Replacement Centre",NULL,NULL
http://haldwanicity.com/clinics-haldwani.php?cat=Clinics,"Homeopathic Clinic",NULL,"Indra Complex, Kusumkhera Haldwani Uttarakhand",9335029974,"(Dr.Hariom Solanki) Physician, Chronic cases,Quit Alcohol & Smoking",NULL,NULL
